land_variable,mean,median,std,min,max,count,Country
Land area,22810.0,22810.0,0.0,22810.0,22810.0,15,Belize
Meadows and pastures % land area,2.189066666666667,2.192,0.011360751148875161,2.148,2.192,15,Belize
Other % land area,31.362066666666667,31.444,3.3482729762983077,25.436,36.524,15,Belize
Other areas,7153.683333333333,7172.371,763.7402762670852,5801.89,8331.1,15,Belize
Permanent meadows and pastures,499.3333333333333,500.0,2.5819888974716148,490.0,500.0,15,Belize
Total area,22970.0,22970.0,0.0,22970.0,22970.0,15,Belize
Arable and cropland % land area,20.69,18.51,3.421497520927682,17.803,26.072,15,North Macedonia
Arable land and permanent crops,5241.333333333333,4670.0,886.5733928741494,4490.0,6630.0,15,North Macedonia
Forest,9666.117266666666,9595.66,243.62739560193364,9256.649,10014.9,15,North Macedonia
Forest % land area,38.181400000000004,38.033,1.0917482572199804,36.401,39.71,15,North Macedonia
Land area,25318.666666666668,25230.0,107.8270219688312,25220.0,25430.0,15,North Macedonia
Meadows and pastures % land area,27.858533333333334,26.527,3.6462383329881733,22.125,32.117,15,North Macedonia
Other % land area,13.270199999999999,12.431,3.522369072898847,10.092,21.763,15,North Macedonia
Other areas,3359.216,3161.15,886.4727776885522,2545.1,5488.58,15,North Macedonia
Permanent meadows and pastures,7052.0,6690.0,910.5822313223555,5580.0,8100.0,15,North Macedonia
Total area,25710.0,25710.0,0.0,25710.0,25710.0,15,North Macedonia
Arable and cropland % land area,3.494066666666667,3.523,0.06900048309009628,3.371,3.573,15,Algeria
Arable land and permanent crops,83216.57866666667,83900.0,1643.4329221170253,80290.0,85095.71,15,Algeria
Forest,17908.022,18163.0,1517.4493543358506,15878.0,19583.33,15,Algeria
Forest % land area,0.7518666666666667,0.763,0.06365741643097571,0.667,0.822,15,Algeria
Land area,2381740.2666666666,2381740.0,0.4577377081181406,2381740.0,2381741.0,15,Algeria
Meadows and pastures % land area,13.581333333333333,13.774,0.3112859656022934,12.931,13.854,15,Algeria
Other % land area,82.17286666666668,81.917,0.43331049024041557,81.773,82.995,15,Algeria
Other areas,1957143.6,1951057.0,10319.079913303447,1947617.0,1976714.0,15,Algeria
Permanent meadows and pastures,323472.1,328065.0,7415.244645708868,307980.0,329964.3,15,Algeria
Total area,2381740.2666666666,2381740.0,0.4577377081181406,2381740.0,2381741.0,15,Algeria
Arable and cropland % land area,1.9176666666666666,1.921,0.01290994448735814,1.871,1.921,15,Gabon
Arable land and permanent crops,4941.333333333333,4950.0,33.565855667131,4820.0,4950.0,15,Gabon
Forest,236493.89333333334,236645.9,696.9178312568864,235187.2,237431.3,15,Gabon
Forest % land area,91.78173333333334,91.841,0.27047140505491873,91.275,92.146,15,Gabon
Land area,257670.0,257670.0,0.0,257670.0,257670.0,15,Gabon
Meadows and pastures % land area,6.2392666666666665,6.238,0.17531949067209743,5.981,6.436,15,Gabon
Other % land area,0.06146666666666667,0.0,0.11908512361612036,0.0,0.369,15,Gabon
Other areas,158.41106666666667,0.002,306.75385503421535,0.0,950.433,15,Gabon
Permanent meadows and pastures,16076.356666666667,16074.13,451.1684753688658,15411.9,16582.36,15,Gabon
Total area,267670.0,267670.0,0.0,267670.0,267670.0,15,Gabon
Arable and cropland % land area,29.933133333333334,30.14,5.91109044649688,20.741,37.476,15,Viet Nam
Arable land and permanent crops,94357.13333333333,94206.0,17547.53304137351,67510.0,117460.0,15,Viet Nam
Forest,127528.24666666666,129068.7,14776.189772829342,100984.0,147189.9,15,Viet Nam
Forest % land area,40.419,41.294,5.190802016204097,31.025,46.961,15,Viet Nam
Land area,316080.82,313383.0,5945.575114582524,310070.0,325490.0,15,Viet Nam
Meadows and pastures % land area,1.9031333333333333,2.049,0.36457702824479976,1.008,2.071,15,Viet Nam
Other % land area,27.744466666666668,26.511,11.322681054709024,13.604,47.201,15,Viet Nam
Other areas,88194.11,82863.29,37598.11688294109,42639.1,153636.0,15,Viet Nam
Permanent meadows and pastures,6001.333333333333,6420.0,1104.858534361925,3280.0,6420.0,15,Viet Nam
Total area,330900.13333333336,331110.0,667.1280522472672,329250.0,331340.0,15,Viet Nam
Arable and cropland % land area,7.208466666666666,7.112,0.17332169374838602,7.042,7.482,15,Kyrgyzstan
Arable land and permanent crops,13825.666666666666,13640.0,332.4230666456453,13506.0,14350.0,15,Kyrgyzstan
Forest,12199.456,12150.46,518.4263668311202,11497.66,13336.2,15,Kyrgyzstan
Forest % land area,6.3604666666666665,6.335,0.27027363559037343,5.995,6.953,15,Kyrgyzstan
Land area,191800.0,191800.0,0.0,191800.0,191800.0,15,Kyrgyzstan
Meadows and pastures % land area,47.9696,48.149,0.984567258095804,45.36,49.161,15,Kyrgyzstan
Other % land area,38.4616,38.329,0.9449034568976576,37.25,41.242,15,Kyrgyzstan
Other areas,73769.27733333333,73514.44,1812.3838354714153,71444.66,79102.34,15,Kyrgyzstan
Permanent meadows and pastures,92005.6,92350.0,1888.4312007589779,87000.0,94290.0,15,Kyrgyzstan
Total area,199949.66666666666,199950.0,0.4879500364699573,199949.0,199950.0,15,Kyrgyzstan
Arable and cropland % land area,3.2378,3.571,0.3687080145589458,2.857,3.571,15,Micronesia
Arable land and permanent crops,22.666666666666668,25.0,2.5819888974716108,20.0,25.0,15,Micronesia
Forest,640.5193333333334,640.49,2.4866571556054815,636.64,644.5,15,Micronesia
Forest % land area,91.5028,91.499,0.3550527526197492,90.949,92.071,15,Micronesia
Land area,700.0,700.0,0.0,700.0,700.0,15,Micronesia
Meadows and pastures % land area,4.286,4.286,0.0,4.286,4.286,15,Micronesia
Other % land area,0.9733333333333333,0.957,0.18992956087781088,0.644,1.281,15,Micronesia
Other areas,6.813999999999999,6.7,1.3297464849683622,4.51,8.97,15,Micronesia
Permanent meadows and pastures,30.0,30.0,0.0,30.0,30.0,15,Micronesia
Total area,700.0,700.0,0.0,700.0,700.0,15,Micronesia
Arable and cropland % land area,14.615,14.615,0.0,14.615,14.615,15,Niue
Arable land and permanent crops,38.0,38.0,0.0,38.0,38.0,15,Niue
Forest,188.30666666666667,188.24,0.3903600291794141,187.76,189.0,15,Niue
Forest % land area,72.42566666666667,72.4,0.14993030126727327,72.215,72.692,15,Niue
Land area,260.0,260.0,0.0,260.0,260.0,15,Niue
Meadows and pastures % land area,3.8459999999999996,3.846,0.0,3.846,3.846,15,Niue
Other % land area,9.112866666666667,9.138,0.15023261328765497,8.846,9.323,15,Niue
Other areas,23.69333333333333,23.76,0.39036002917941287,23.0,24.24,15,Niue
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,Niue
Total area,260.0,260.0,0.0,260.0,260.0,15,Niue
Arable and cropland % land area,19.629666666666665,20.37,2.8686357799649707,14.815,22.222,15,Guam
Arable land and permanent crops,106.0,110.0,15.49193338482967,80.0,120.0,15,Guam
Forest,249.2,240.0,16.191708636565465,240.0,280.0,15,Guam
Forest % land area,46.147933333333334,44.444,2.9986740990612715,44.444,51.852,15,Guam
Land area,540.0,540.0,0.0,540.0,540.0,15,Guam
Meadows and pastures % land area,14.815,14.815,0.0,14.815,14.815,15,Guam
Other % land area,19.407666666666668,18.519,1.6958341675439634,16.667,22.222,15,Guam
Other areas,104.8,100.0,9.158914470924724,90.0,120.0,15,Guam
Permanent meadows and pastures,80.0,80.0,0.0,80.0,80.0,15,Guam
Total area,540.0,540.0,0.0,540.0,540.0,15,Guam
Arable and cropland % land area,35.486066666666666,35.417,4.797323099793211,27.083,43.75,15,Sao Tome and Principe
Arable land and permanent crops,340.6666666666667,340.0,46.053798767879954,260.0,420.0,15,Sao Tome and Principe
Forest,567.524,581.78,24.400388989873537,512.8,585.42,15,Sao Tome and Principe
Forest % land area,59.117066666666666,60.602,2.5416714260689206,53.417,60.981,15,Sao Tome and Principe
Land area,960.0,960.0,0.0,960.0,960.0,15,Sao Tome and Principe
Meadows and pastures % land area,1.042,1.042,0.0,1.042,1.042,15,Sao Tome and Principe
Other % land area,4.355133333333333,3.981,3.018651351340923,1.292,11.002,15,Sao Tome and Principe
Other areas,41.809333333333335,38.22,28.979991981332482,12.4,105.62,15,Sao Tome and Principe
Permanent meadows and pastures,10.0,10.0,0.0,10.0,10.0,15,Sao Tome and Principe
Total area,960.0,960.0,0.0,960.0,960.0,15,Sao Tome and Principe
Arable and cropland % land area,15.682666666666668,15.259,0.6077099480446085,15.147,16.395,15,Cameroon
Arable land and permanent crops,74132.66666666667,72130.0,2872.861855031532,71600.0,77500.0,15,Cameroon
Forest,211643.84666666665,211095.8,6149.498541445346,202844.8,222292.5,15,Cameroon
Forest % land area,44.772466666666666,44.657,1.3007784958393545,42.911,47.025,15,Cameroon
Land area,472710.0,472710.0,0.0,472710.0,472710.0,15,Cameroon
Meadows and pastures % land area,4.231,4.231,0.0,4.231,4.231,15,Cameroon
Other % land area,35.31406666666667,35.515,0.8282292183298291,33.597,36.463,15,Cameroon
Other areas,166933.4866666667,167885.2,3915.3175382750223,158817.5,172365.2,15,Cameroon
Permanent meadows and pastures,20000.0,20000.0,0.0,20000.0,20000.0,15,Cameroon
Total area,475440.0,475440.0,0.0,475440.0,475440.0,15,Cameroon
Arable and cropland % land area,12.652866666666666,12.683,0.2293888983073645,12.253,12.979,15,Timor-Leste
Arable land and permanent crops,1881.4666666666667,1886.0,34.10460100226664,1822.0,1930.0,15,Timor-Leste
Forest,9393.2,9393.0,124.98239876078564,9197.0,9589.0,15,Timor-Leste
Forest % land area,63.168800000000005,63.167,0.8405524713799082,61.849,64.486,15,Timor-Leste
Land area,14870.0,14870.0,0.0,14870.0,14870.0,15,Timor-Leste
Meadows and pastures % land area,10.087,10.087,0.0,10.087,10.087,15,Timor-Leste
Other % land area,14.090933333333334,14.264,0.7789628146880107,12.824,15.192,15,Timor-Leste
Other areas,2095.3333333333335,2121.0,115.82108534081281,1907.0,2259.0,15,Timor-Leste
Permanent meadows and pastures,1500.0,1500.0,0.0,1500.0,1500.0,15,Timor-Leste
Total area,14870.0,14870.0,0.0,14870.0,14870.0,15,Timor-Leste
Arable and cropland % land area,52.663,53.476,1.6552638115159426,49.465,53.476,15,Mayotte
Arable land and permanent crops,196.96,200.0,6.190407325624288,185.0,200.0,15,Mayotte
Forest,151.95466666666667,147.88,13.150939057544052,138.4,180.71,15,Mayotte
Forest % land area,40.629599999999996,39.54,3.516394029603129,37.005,48.318,15,Mayotte
Land area,374.0,374.0,0.0,374.0,374.0,15,Mayotte
Meadows and pastures % land area,0.053,0.053,0.0,0.053,0.053,15,Mayotte
Other % land area,6.6538,6.93,2.2623218856488387,2.163,9.519,15,Mayotte
Other areas,24.88533333333333,25.92,8.461012998003309,8.09,35.6,15,Mayotte
Permanent meadows and pastures,0.2,0.2,0.0,0.2,0.2,15,Mayotte
Total area,374.0,374.0,0.0,374.0,374.0,15,Mayotte
Arable and cropland % land area,9.185866666666668,8.906,1.3505011697602518,7.463,11.826,15,Puerto Rico
Arable land and permanent crops,814.8,790.0,119.7933935693331,662.0,1049.0,15,Puerto Rico
Forest,4540.154666666667,4727.6,482.69029547003777,3529.76,4968.2,15,Puerto Rico
Forest % land area,51.18553333333333,53.299,5.441893523747918,39.794,56.011,15,Puerto Rico
Land area,8870.0,8870.0,0.0,8870.0,8870.0,15,Puerto Rico
Meadows and pastures % land area,15.520466666666666,12.897,5.352378855193625,11.578,26.156,15,Puerto Rico
Other % land area,24.108,24.455,1.08485147107137,22.491,25.393,15,Puerto Rico
Other areas,2138.3786666666665,2169.2,96.22725585572833,1994.96,2252.4,15,Puerto Rico
Permanent meadows and pastures,1376.6666666666667,1144.0,474.74303826486215,1027.0,2320.0,15,Puerto Rico
Total area,8870.0,8870.0,0.0,8870.0,8870.0,15,Puerto Rico
Arable and cropland % land area,18.293,18.848,1.9201355606905905,13.762,19.559,15,Guinea-Bissau
Arable land and permanent crops,5144.0,5300.0,539.9179831895104,3870.0,5500.0,15,Guinea-Bissau
Forest,20897.706000000002,20897.65,755.2637470238896,19715.7,22079.95,15,Guinea-Bissau
Forest % land area,74.3162,74.316,2.685821135412514,70.113,78.52,15,Guinea-Bissau
Land area,28120.0,28120.0,0.0,28120.0,28120.0,15,Guinea-Bissau
Meadows and pastures % land area,7.307133333333334,7.437,1.4921486361555787,4.394,9.428,15,Guinea-Bissau
Other % land area,0.08366666666666665,0.0,0.2387502181499876,0.0,0.9,15,Guinea-Bissau
Other areas,23.543533333333336,0.0,67.16800746621082,0.0,253.201,15,Guinea-Bissau
Permanent meadows and pastures,2054.7506666666663,2091.25,419.57923800375255,1235.65,2651.1,15,Guinea-Bissau
Total area,36130.0,36130.0,0.0,36130.0,36130.0,15,Guinea-Bissau
Arable and cropland % land area,4.397866666666667,4.014,0.6304409870045237,3.706,5.164,15,Zambia
Arable land and permanent crops,32694.0,29840.0,4686.144927946028,27550.0,38390.0,15,Zambia
Forest,464376.6,468034.0,8606.514834124206,446258.1,473046.0,15,Zambia
Forest % land area,62.46746666666666,62.959,1.1576962262964086,60.03,63.634,15,Zambia
Land area,743390.0,743390.0,0.0,743390.0,743390.0,15,Zambia
Meadows and pastures % land area,26.50926666666667,26.904,0.7014614811404895,24.751,26.904,15,Zambia
Other % land area,6.6254,6.517,0.7544584434262386,5.409,7.902,15,Zambia
Other areas,49252.72933333333,48448.98,5607.952027463789,40211.99,58741.88,15,Zambia
Permanent meadows and pastures,197066.66666666666,200000.0,5212.747653132469,184000.0,200000.0,15,Zambia
Total area,752610.0,752610.0,0.0,752610.0,752610.0,15,Zambia
Forest,55.0,55.0,0.0,55.0,55.0,15,Anguilla
Forest % land area,61.111,61.111,0.0,61.111,61.111,15,Anguilla
Land area,90.0,90.0,0.0,90.0,90.0,15,Anguilla
Other % land area,38.889,38.889,0.0,38.889,38.889,15,Anguilla
Other areas,35.0,35.0,0.0,35.0,35.0,15,Anguilla
Total area,90.0,90.0,0.0,90.0,90.0,15,Anguilla
Arable and cropland % land area,3.3983333333333334,3.122,0.5989383067045346,2.7,4.239,15,Chad
Arable land and permanent crops,42792.0,39310.0,7543.264924042224,34000.0,53380.0,15,Chad
Forest,56290.022666666664,57769.0,8076.085074146358,42013.34,66169.0,15,Chad
Forest % land area,4.4703333333333335,4.588,0.6412445117188312,3.337,5.255,15,Chad
Land area,1259200.0,1259200.0,0.0,1259200.0,1259200.0,15,Chad
Meadows and pastures % land area,35.737,35.737,0.0,35.737,35.737,15,Chad
Other % land area,56.39433333333333,56.33,0.15035988573451184,56.177,56.687,15,Chad
Other areas,710117.9733333333,709310.0,1894.1386838148276,707380.0,713806.6,15,Chad
Permanent meadows and pastures,450000.0,450000.0,0.0,450000.0,450000.0,15,Chad
Total area,1284000.0,1284000.0,0.0,1284000.0,1284000.0,15,Chad
Arable and cropland % land area,11.3042,13.043,2.2043313271829166,8.696,13.043,15,Saint Pierre and Miquelon
Arable land and permanent crops,26.0,30.0,5.0709255283711006,20.0,30.0,15,Saint Pierre and Miquelon
Forest,15.116666666666667,15.09,2.0223736643101398,12.0,18.31,15,Saint Pierre and Miquelon
Forest % land area,6.572533333333333,6.561,0.8793753356516099,5.217,7.961,15,Saint Pierre and Miquelon
Land area,230.0,230.0,0.0,230.0,230.0,15,Saint Pierre and Miquelon
Other % land area,82.1234,80.396,2.987024195224596,78.996,86.087,15,Saint Pierre and Miquelon
Other areas,188.88333333333333,184.91,6.870537166217874,181.69,198.0,15,Saint Pierre and Miquelon
Total area,240.0,240.0,0.0,240.0,240.0,15,Saint Pierre and Miquelon
Arable and cropland % land area,17.476333333333333,17.869,1.5658049352451602,15.434,19.259,15,Myanmar
Arable land and permanent crops,114163.33333333333,116780.0,10180.129122578994,100870.0,125716.0,15,Myanmar
Forest,326948.13999999996,324691.3,30518.243211930978,282541.8,379133.7,15,Myanmar
Forest % land area,50.04633333333334,49.683,4.649756731987884,43.29,58.012,15,Myanmar
Land area,653266.0,653360.0,331.2918437183381,652670.0,653540.0,15,Myanmar
Meadows and pastures % land area,0.5402,0.48,0.10527053583166428,0.468,0.738,15,Myanmar
Other % land area,31.937,32.017,3.120602368591221,26.004,36.822,15,Myanmar
Other areas,208624.53333333333,209184.5,20293.0716841863,169946.3,240328.2,15,Myanmar
Permanent meadows and pastures,3530.0,3140.0,686.2111295262663,3060.0,4820.0,15,Myanmar
Total area,676590.0,676590.0,0.0,676590.0,676590.0,15,Myanmar
Arable and cropland % land area,22.095866666666666,20.847,2.1421165056573175,20.12,25.22,15,Malaysia
Arable land and permanent crops,72595.94733333333,68494.1,7037.884430233342,66104.0,82860.0,15,Malaysia
Forest,194741.12666666665,193195.0,4166.559045794894,190220.2,203403.6,15,Malaysia
Forest % land area,59.272933333333334,58.802,1.268072410430589,57.897,61.909,15,Malaysia
Land area,328550.0,328550.0,0.0,328550.0,328550.0,15,Malaysia
Meadows and pastures % land area,0.8654,0.867,0.0042223893032940045,0.855,0.867,15,Malaysia
Other % land area,17.765333333333334,18.039,1.7977683255583705,14.673,20.128,15,Malaysia
Other areas,58368.261999999995,59268.05,5906.630495537803,48208.09,66129.8,15,Malaysia
Permanent meadows and pastures,2844.6666666666665,2850.0,14.074631010979978,2810.0,2850.0,15,Malaysia
Total area,330667.6,330800.0,207.56024942857002,330241.0,330800.0,15,Malaysia
Arable and cropland % land area,3.5711333333333335,3.317,0.8056060599384315,2.622,4.88,15,Bhutan
Arable land and permanent crops,1404.5333333333333,1550.0,332.73968088897243,1000.0,1860.0,15,Bhutan
Forest,26564.232666666667,26755.03,659.1367921159882,25365.04,27270.6,15,Bhutan
Forest % land area,67.905,70.192,4.6884275006201666,54.288,71.501,15,Bhutan
Land area,39256.6,38140.0,2215.967147770921,38117.0,46723.0,15,Bhutan
Meadows and pastures % land area,10.316866666666668,10.678,0.8423021909934585,7.491,10.835,15,Bhutan
Other % land area,18.207133333333335,15.343,5.271956560988757,14.772,34.903,15,Bhutan
Other areas,7255.1667333333335,5848.319,2747.748466685445,5630.549,16307.96,15,Bhutan
Permanent meadows and pastures,4032.6666666666665,4070.0,154.34037832321252,3500.0,4130.0,15,Bhutan
Total area,39528.2,38394.0,2218.9052706233297,38390.0,47000.0,15,Bhutan
Arable and cropland % land area,34.76186666666667,34.511,2.0614453621069835,32.478,37.505,15,Philippines
Arable land and permanent crops,103649.33333333333,102900.0,6146.5500970250005,96840.0,111830.0,15,Philippines
Forest,71770.00933333332,71537.0,2357.4650743980574,68746.06,76379.45,15,Philippines
Forest % land area,24.07,23.992,0.7906660844774253,23.056,25.616,15,Philippines
Land area,298170.0,298170.0,0.0,298170.0,298170.0,15,Philippines
Meadows and pastures % land area,4.9214,5.031,0.2308075264927772,4.293,5.031,15,Philippines
Other % land area,36.24693333333333,36.999,1.7725515292395664,33.238,38.262,15,Philippines
Other areas,108077.32,110318.8,5285.353516383072,99105.2,114086.0,15,Philippines
Permanent meadows and pastures,14673.333333333334,15000.0,688.1306631184295,12800.0,15000.0,15,Philippines
Total area,300000.0,300000.0,0.0,300000.0,300000.0,15,Philippines
Arable and cropland % land area,0.8129333333333333,0.83,0.045193973470975514,0.756,0.874,15,Mongolia
Arable land and permanent crops,12628.904,12917.8,709.2670137623976,11754.0,13530.0,15,Mongolia
Forest,142252.94,142079.0,533.7553851183676,141716.7,143255.7,15,Mongolia
Forest % land area,9.156066666666668,9.122,0.06094431494249068,9.099,9.258,15,Mongolia
Land area,1553668.7333333334,1557252.0,4656.028173495203,1547439.0,1557507.0,15,Mongolia
Meadows and pastures % land area,74.94966666666666,72.587,4.406765167114669,71.456,83.422,15,Mongolia
Other % land area,15.081533333333333,17.519,4.437974036920557,6.585,18.586,15,Mongolia
Other areas,234482.91999999998,272845.6,69397.36033814048,101891.6,289478.3,15,Mongolia
Permanent meadows and pastures,1164303.8666666667,1130520.0,65314.19886962527,1112934.0,1290910.0,15,Mongolia
Total area,1564119.2,1564120.0,1.6561573424194873,1564116.0,1564120.0,15,Mongolia
Arable and cropland % land area,3.1098666666666666,3.13,0.04164109691615916,3.026,3.149,15,Central African Republic
Arable land and permanent crops,19374.666666666668,19500.0,259.5839161500763,18850.0,19620.0,15,Central African Republic
Forest,226930.0,226930.0,2683.281572999748,222730.0,231130.0,15,Central African Republic
Forest % land area,36.42653333333333,36.427,0.43069874567243965,35.752,37.101,15,Central African Republic
Land area,622980.0,622980.0,0.0,622980.0,622980.0,15,Central African Republic
Meadows and pastures % land area,4.801066666666666,4.8,0.0041311822359548726,4.8,4.816,15,Central African Republic
Other % land area,55.66293333333333,55.644,0.4653444909291351,54.938,56.366,15,Central African Republic
Other areas,346768.6666666667,346650.0,2900.218875155728,342250.0,351150.0,15,Central African Republic
Permanent meadows and pastures,29906.666666666668,29900.0,25.8198889747158,29900.0,30000.0,15,Central African Republic
Total area,622980.0,622980.0,0.0,622980.0,622980.0,15,Central African Republic
Arable and cropland % land area,2.2443999999999997,2.276,0.04948130960271778,2.132,2.281,15,Guyana
Arable land and permanent crops,4417.733333333334,4480.0,97.5668638456041,4196.0,4490.0,15,Guyana
Forest,185170.32666666666,185331.3,599.5054741399922,184061.3,185907.7,15,Guyana
Forest % land area,94.06673333333333,94.149,0.3046202475839339,93.503,94.441,15,Guyana
Land area,196850.0,196850.0,0.0,196850.0,196850.0,15,Guyana
Meadows and pastures % land area,3.018,3.018,0.0,3.018,3.018,15,Guyana
Other % land area,0.6715333333333333,0.558,0.2708407193132068,0.41,1.198,15,Guyana
Other areas,1321.9424,1098.672,533.1855374329706,806.285,2358.672,15,Guyana
Permanent meadows and pastures,5940.0,5940.0,0.0,5940.0,5940.0,15,Guyana
Total area,214970.0,214970.0,0.0,214970.0,214970.0,15,Guyana
Arable and cropland % land area,0.959,0.899,0.12421180068162378,0.799,1.099,15,Bahamas
Arable land and permanent crops,96.0,90.0,12.421180068162375,80.0,110.0,15,Bahamas
Forest,5098.6,5098.6,0.0,5098.6,5098.6,15,Bahamas
Forest % land area,50.93500000000001,50.935,0.0,50.935,50.935,15,Bahamas
Land area,10010.0,10010.0,0.0,10010.0,10010.0,15,Bahamas
Meadows and pastures % land area,0.2,0.2,0.0,0.2,0.2,15,Bahamas
Other % land area,47.906,47.966,0.12421180068162498,47.766,48.066,15,Bahamas
Other areas,4795.4,4801.4,12.42118006816231,4781.4,4811.4,15,Bahamas
Permanent meadows and pastures,20.0,20.0,0.0,20.0,20.0,15,Bahamas
Total area,13880.0,13880.0,0.0,13880.0,13880.0,15,Bahamas
Arable and cropland % land area,43.18153333333333,41.872,3.4979086581773933,39.559,49.261,15,Mauritius
Arable land and permanent crops,871.3333333333334,850.0,76.51952754191635,790.0,1000.0,15,Mauritius
Forest,398.8946666666667,394.52,14.224641530339769,383.0,418.44,15,Mauritius
Forest % land area,19.775466666666667,19.434,0.580336339260834,19.086,20.613,15,Mauritius
Land area,2016.8,2030.0,16.734054243624634,1997.0,2030.0,15,Mauritius
Meadows and pastures % land area,3.4707999999999997,3.448,0.028904275511715163,3.448,3.505,15,Mauritius
Other % land area,33.5718,35.245,4.014779912131816,26.932,37.757,15,Mauritius
Other areas,676.572,715.48,76.55283172890657,546.72,754.0,15,Mauritius
Permanent meadows and pastures,70.0,70.0,0.0,70.0,70.0,15,Mauritius
Total area,2026.8,2040.0,16.734054243624634,2007.0,2040.0,15,Mauritius
Arable and cropland % land area,23.363933333333332,23.327,0.8843357851813867,22.225,24.711,15,Chinese Taipei
Arable land and permanent crops,8273.2,8260.0,313.10500292576415,7870.0,8750.0,15,Chinese Taipei
Land area,35410.0,35410.0,0.0,35410.0,35410.0,15,Chinese Taipei
Other % land area,76.63606666666666,76.673,0.8843357851813918,75.289,77.775,15,Chinese Taipei
Other areas,27136.8,27150.0,313.1050029257642,26660.0,27540.0,15,Chinese Taipei
Total area,35960.0,35960.0,0.0,35960.0,35960.0,15,Chinese Taipei
Arable and cropland % land area,5.358933333333334,5.715,0.58958986551993,3.891,5.941,15,Eritrea
Arable land and permanent crops,6090.666666666667,6720.0,1046.6167716345208,3930.0,6920.0,15,Eritrea
Forest,10963.4,10963.4,282.63899235597137,10521.0,11405.8,15,Eritrea
Forest % land area,9.7942,9.058,1.1417887720590008,8.692,11.293,15,Eritrea
Land area,113036.47333333334,121032.6,10172.693293144193,101000.0,121089.0,15,Eritrea
Meadows and pastures % land area,61.745533333333334,57.009,6.023029444991789,56.983,68.98,15,Eritrea
Other % land area,23.101133333333333,28.353,6.821107198213778,14.099,28.737,15,Eritrea
Other areas,26759.077999999998,34331.98,9781.633060438324,14240.2,34778.72,15,Eritrea
Permanent meadows and pastures,69223.33333333333,69000.0,326.9265244377585,69000.0,69670.0,15,Eritrea
Total area,120034.42,121630.3,2057.5293881601983,117600.0,121690.0,15,Eritrea
Arable and cropland % land area,10.678333333333335,10.647,0.5507877043272619,10.028,11.394,15,Uzbekistan
Arable land and permanent crops,46353.86666666667,46420.0,1840.0782152113143,44180.0,48470.0,15,Uzbekistan
Forest,32242.697999999997,32331.58,3409.525915760973,26729.97,37155.0,15,Uzbekistan
Forest % land area,7.415466666666666,7.416,0.6963482161212443,6.283,8.432,15,Uzbekistan
Land area,434344.0,435877.0,5934.423019252046,425400.0,440653.0,15,Uzbekistan
Meadows and pastures % land area,50.086733333333335,49.311,2.3790406069514227,47.355,53.597,15,Uzbekistan
Other % land area,31.819466666666663,32.626,2.264252064043183,28.362,34.534,15,Uzbekistan
Other areas,138317.90666666668,142242.4,11477.073349973265,120651.7,150494.2,15,Uzbekistan
Permanent meadows and pastures,217429.53333333333,214990.0,7678.192596723587,206370.0,228000.0,15,Uzbekistan
Total area,446267.8,447400.0,2173.765896187655,444103.0,448924.0,15,Uzbekistan
Arable and cropland % land area,0.7200000000000001,0.786,0.2220019304935368,0.337,0.988,15,Kuwait
Arable land and permanent crops,128.26666666666668,140.0,39.56272897323343,60.0,176.0,15,Kuwait
Forest,54.940000000000005,58.3,8.626934565649616,38.7,62.5,15,Kuwait
Forest % land area,0.3084,0.327,0.04850449169185996,0.217,0.351,15,Kuwait
Land area,17820.0,17820.0,0.0,17820.0,17820.0,15,Kuwait
Meadows and pastures % land area,7.632,7.632,0.0,7.632,7.632,15,Kuwait
Other % land area,91.33999999999999,91.232,0.26537816682721144,91.03,91.814,15,Kuwait
Other areas,16276.793333333333,16257.5,47.27106433971425,16221.5,16361.3,15,Kuwait
Permanent meadows and pastures,1360.0,1360.0,0.0,1360.0,1360.0,15,Kuwait
Total area,17820.0,17820.0,0.0,17820.0,17820.0,15,Kuwait
Arable and cropland % land area,16.012266666666665,15.539,1.59537270462631,12.963,18.564,15,Nicaragua
Arable land and permanent crops,19269.333333333332,18700.0,1919.6966526238564,15600.0,22340.0,15,Nicaragua
Forest,46498.586,45515.01,9018.342041930671,33075.3,60993.2,15,Nicaragua
Forest % land area,38.6394,37.822,7.493958240762073,27.485,50.684,15,Nicaragua
Land area,120340.0,120340.0,0.0,120340.0,120340.0,15,Nicaragua
Meadows and pastures % land area,25.50766666666667,25.677,1.861811202131126,21.855,27.356,15,Nicaragua
Other % land area,19.840533333333333,19.175,6.344062408117943,12.603,30.21,15,Nicaragua
Other areas,23876.147333333334,23074.99,7634.3569792788585,15166.8,36354.7,15,Nicaragua
Permanent meadows and pastures,30695.933333333334,30900.0,2240.4768773846426,26300.0,32920.0,15,Nicaragua
Total area,130370.0,130370.0,0.0,130370.0,130370.0,15,Nicaragua
Forest,0.0,0.0,0.0,0.0,0.0,15,Falkland Islands (Malvinas)
Forest % land area,0.0,0.0,0.0,0.0,0.0,15,Falkland Islands (Malvinas)
Land area,12170.0,12170.0,0.0,12170.0,12170.0,15,Falkland Islands (Malvinas)
Meadows and pastures % land area,93.7284,92.975,2.274504209712525,91.693,99.589,15,Falkland Islands (Malvinas)
Other % land area,6.2716,7.025,2.2745042097125254,0.411,8.307,15,Falkland Islands (Malvinas)
