ObjectId,country,continent,h20_variable,year,h20_unit,h20_powercode_code,h20_powercode,h20_value,h20_flags
70883787,Slovenia,Europe,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,0.0,
953743853,Slovenia,Europe,Total gross abstraction non-freshwater,2021,Cubic metres,6,Millions,0.0,
741411521,Lithuania,Europe,Total gross abstraction non-freshwater,2000,Cubic metres,6,Millions,7.772,
708629123,Lithuania,Europe,Total gross abstraction non-freshwater,2001,Cubic metres,6,Millions,7.21,
31461418,Lithuania,Europe,Total gross abstraction non-freshwater,2002,Cubic metres,6,Millions,5.414,
594389182,Lithuania,Europe,Total gross abstraction non-freshwater,2003,Cubic metres,6,Millions,4.321,
541711144,Lithuania,Europe,Total gross abstraction non-freshwater,2004,Cubic metres,6,Millions,3.243,
415794191,Lithuania,Europe,Total gross abstraction non-freshwater,2005,Cubic metres,6,Millions,3.262,
468228519,Lithuania,Europe,Total gross abstraction non-freshwater,2006,Cubic metres,6,Millions,3.732,
574894165,Lithuania,Europe,Total gross abstraction non-freshwater,2007,Cubic metres,6,Millions,3.874,
786841944,Lithuania,Europe,Total gross abstraction non-freshwater,2008,Cubic metres,6,Millions,2.325,
427531443,Lithuania,Europe,Total gross abstraction non-freshwater,2009,Cubic metres,6,Millions,2.119,
325674236,Lithuania,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,2.615,
47599544,Lithuania,Europe,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,2.879,
497301460,Lithuania,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,2.411,
967279350,Lithuania,Europe,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,2.734,
936844240,Lithuania,Europe,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,9.322,
762365258,Lithuania,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,41.257,
218637371,Lithuania,Europe,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,48.195,
607105272,Lithuania,Europe,Total gross abstraction non-freshwater,2017,Cubic metres,6,Millions,58.301,
730399404,Lithuania,Europe,Total gross abstraction non-freshwater,2018,Cubic metres,6,Millions,56.267,
989627705,Lithuania,Europe,Total gross abstraction non-freshwater,2019,Cubic metres,6,Millions,63.857,
652403109,Lithuania,Europe,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,70.027,
532993201,Lithuania,Europe,Total gross abstraction non-freshwater,2021,Cubic metres,6,Millions,72.133,
264613041,Greece,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,1004.0,
749478868,Greece,Europe,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,1033.0,
158956542,Greece,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,900.0,
459538215,Greece,Europe,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,605.0,
304504009,Greece,Europe,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,833.0,
192305292,Greece,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,914.0,
825016945,Greece,Europe,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,770.0,
256236957,Greece,Europe,Total gross abstraction non-freshwater,2017,Cubic metres,6,Millions,955.0,
607551118,Greece,Europe,Total gross abstraction non-freshwater,2018,Cubic metres,6,Millions,859.0,
27552347,Greece,Europe,Total gross abstraction non-freshwater,2019,Cubic metres,6,Millions,907.0,
759975957,Greece,Europe,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,980.0,
35341484,Greece,Europe,Total gross abstraction non-freshwater,2021,Cubic metres,6,Millions,1144.6,
185363439,Italy,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,88.71,
466839957,Bulgaria,Europe,Total gross abstraction non-freshwater,1992,Cubic metres,6,Millions,679.2,
4485304,Bulgaria,Europe,Total gross abstraction non-freshwater,1993,Cubic metres,6,Millions,558.9,
747039825,Bulgaria,Europe,Total gross abstraction non-freshwater,1994,Cubic metres,6,Millions,434.9,
458193747,Bulgaria,Europe,Total gross abstraction non-freshwater,1995,Cubic metres,6,Millions,392.4,
802908550,Bulgaria,Europe,Total gross abstraction non-freshwater,1996,Cubic metres,6,Millions,383.7,
620138713,Bulgaria,Europe,Total gross abstraction non-freshwater,1997,Cubic metres,6,Millions,406.8,
396683315,Bulgaria,Europe,Total gross abstraction non-freshwater,1998,Cubic metres,6,Millions,388.7,
968335797,Bulgaria,Europe,Total gross abstraction non-freshwater,1999,Cubic metres,6,Millions,318.2,
640341596,Bulgaria,Europe,Total gross abstraction non-freshwater,2000,Cubic metres,6,Millions,246.23,
409870872,Bulgaria,Europe,Total gross abstraction non-freshwater,2001,Cubic metres,6,Millions,418.45,
837285379,Bulgaria,Europe,Total gross abstraction non-freshwater,2002,Cubic metres,6,Millions,349.5,
124442588,Bulgaria,Europe,Total gross abstraction non-freshwater,2003,Cubic metres,6,Millions,370.87,
49511603,Bulgaria,Europe,Total gross abstraction non-freshwater,2004,Cubic metres,6,Millions,361.55,
709724285,Bulgaria,Europe,Total gross abstraction non-freshwater,2005,Cubic metres,6,Millions,389.75,
101191549,Bulgaria,Europe,Total gross abstraction non-freshwater,2006,Cubic metres,6,Millions,1.69,
832134768,Bulgaria,Europe,Total gross abstraction non-freshwater,2007,Cubic metres,6,Millions,2.36,
588352025,Bulgaria,Europe,Total gross abstraction non-freshwater,2008,Cubic metres,6,Millions,0.56,
702632253,Bulgaria,Europe,Total gross abstraction non-freshwater,2009,Cubic metres,6,Millions,0.4,
245039157,Bulgaria,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,0.34,
526500277,Bulgaria,Europe,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,0.35,
165065597,Bulgaria,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,0.54,
921203277,Bulgaria,Europe,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,0.52,
225579940,Bulgaria,Europe,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,0.44,
768507326,Bulgaria,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,0.38,
504204835,Bulgaria,Europe,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,0.41,
517861704,Bulgaria,Europe,Total gross abstraction non-freshwater,2017,Cubic metres,6,Millions,0.38,
671495542,Bulgaria,Europe,Total gross abstraction non-freshwater,2018,Cubic metres,6,Millions,10.37,
845805082,Bulgaria,Europe,Total gross abstraction non-freshwater,2019,Cubic metres,6,Millions,4.09,
169830790,Bulgaria,Europe,Total gross abstraction non-freshwater,2020,Cubic metres,6,Millions,35.77,
803208062,Croatia,Europe,Total gross abstraction non-freshwater,2000,Cubic metres,6,Millions,360.0,
711650712,Croatia,Europe,Total gross abstraction non-freshwater,2001,Cubic metres,6,Millions,379.3,
511771014,Croatia,Europe,Total gross abstraction non-freshwater,2002,Cubic metres,6,Millions,318.6,
946216802,Croatia,Europe,Total gross abstraction non-freshwater,2003,Cubic metres,6,Millions,353.8,
862889456,Croatia,Europe,Total gross abstraction non-freshwater,2004,Cubic metres,6,Millions,287.7,
961637185,Croatia,Europe,Total gross abstraction non-freshwater,2005,Cubic metres,6,Millions,323.3,
519921622,Croatia,Europe,Total gross abstraction non-freshwater,2006,Cubic metres,6,Millions,300.5,
657109270,Croatia,Europe,Total gross abstraction non-freshwater,2007,Cubic metres,6,Millions,326.0,
171623497,Croatia,Europe,Total gross abstraction non-freshwater,2008,Cubic metres,6,Millions,324.9,
511324747,Croatia,Europe,Total gross abstraction non-freshwater,2009,Cubic metres,6,Millions,307.8,
612741702,Croatia,Europe,Total gross abstraction non-freshwater,2010,Cubic metres,6,Millions,256.1,
268054436,Croatia,Europe,Total gross abstraction non-freshwater,2011,Cubic metres,6,Millions,269.1,
888921360,Croatia,Europe,Total gross abstraction non-freshwater,2012,Cubic metres,6,Millions,313.3,
86352639,Croatia,Europe,Total gross abstraction non-freshwater,2013,Cubic metres,6,Millions,277.0,
759061139,Croatia,Europe,Total gross abstraction non-freshwater,2014,Cubic metres,6,Millions,279.2,
687970063,Croatia,Europe,Total gross abstraction non-freshwater,2015,Cubic metres,6,Millions,271.52,
463706274,Croatia,Europe,Total gross abstraction non-freshwater,2016,Cubic metres,6,Millions,298.45,
